job_title,required_skills,experience,min_experience,max_experience,skills_list
DevOps Engineer,"AWS, Docker, Kubernetes, number, system",0-3 years,0,3,"['aws', 'docker', 'kubernetes', 'number', 'system']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, current, specific",2-3 years,2,3,"['python', 'sql', 'machine learning', 'pandas', 'current', 'specific']"
Frontend Developer,"JavaScript, React, HTML/CSS, magazine, save",5-6 years,5,6,"['javascript', 'react', 'html/css', 'magazine', 'save']"
Frontend Developer,"JavaScript, React, HTML/CSS, behind, manager",3-10 years,3,10,"['javascript', 'react', 'html/css', 'behind', 'manager']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, girl, resource",3-7 years,3,7,"['python', 'sql', 'machine learning', 'pandas', 'girl', 'resource']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, continue, move",0-8 years,0,8,"['python', 'sql', 'machine learning', 'pandas', 'continue', 'move']"
Frontend Developer,"JavaScript, React, HTML/CSS, during, technology",3-7 years,3,7,"['javascript', 'react', 'html/css', 'during', 'technology']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, politics, detail",0-5 years,0,5,"['python', 'sql', 'machine learning', 'pandas', 'politics', 'detail']"
Frontend Developer,"JavaScript, React, HTML/CSS, see, happen",1-8 years,1,8,"['javascript', 'react', 'html/css', 'see', 'happen']"
DevOps Engineer,"AWS, Docker, Kubernetes, coach, radio",3-2 years,3,2,"['aws', 'docker', 'kubernetes', 'coach', 'radio']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, end, move",0-4 years,0,4,"['python', 'sql', 'machine learning', 'pandas', 'end', 'move']"
Frontend Developer,"JavaScript, React, HTML/CSS, kitchen, task",3-9 years,3,9,"['javascript', 'react', 'html/css', 'kitchen', 'task']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, their, light",0-3 years,0,3,"['python', 'sql', 'machine learning', 'pandas', 'their', 'light']"
Frontend Developer,"JavaScript, React, HTML/CSS, enjoy, measure",4-7 years,4,7,"['javascript', 'react', 'html/css', 'enjoy', 'measure']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, knowledge, maintain",0-7 years,0,7,"['python', 'sql', 'machine learning', 'pandas', 'knowledge', 'maintain']"
DevOps Engineer,"AWS, Docker, Kubernetes, general, society",5-8 years,5,8,"['aws', 'docker', 'kubernetes', 'general', 'society']"
DevOps Engineer,"AWS, Docker, Kubernetes, can, I",4-3 years,4,3,"['aws', 'docker', 'kubernetes', 'can', 'i']"
DevOps Engineer,"AWS, Docker, Kubernetes, build, garden",4-6 years,4,6,"['aws', 'docker', 'kubernetes', 'build', 'garden']"
DevOps Engineer,"AWS, Docker, Kubernetes, staff, color",0-8 years,0,8,"['aws', 'docker', 'kubernetes', 'staff', 'color']"
Frontend Developer,"JavaScript, React, HTML/CSS, meet, begin",5-2 years,5,2,"['javascript', 'react', 'html/css', 'meet', 'begin']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, also, whether",5-10 years,5,10,"['python', 'sql', 'machine learning', 'pandas', 'also', 'whether']"
Frontend Developer,"JavaScript, React, HTML/CSS, fire, building",2-2 years,2,2,"['javascript', 'react', 'html/css', 'fire', 'building']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, well, cause",0-9 years,0,9,"['python', 'sql', 'machine learning', 'pandas', 'well', 'cause']"
DevOps Engineer,"AWS, Docker, Kubernetes, effort, hour",5-9 years,5,9,"['aws', 'docker', 'kubernetes', 'effort', 'hour']"
Frontend Developer,"JavaScript, React, HTML/CSS, option, build",3-2 years,3,2,"['javascript', 'react', 'html/css', 'option', 'build']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, walk, record",4-2 years,4,2,"['python', 'sql', 'machine learning', 'pandas', 'walk', 'record']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, main, provide",5-9 years,5,9,"['python', 'sql', 'machine learning', 'pandas', 'main', 'provide']"
Frontend Developer,"JavaScript, React, HTML/CSS, major, use",3-3 years,3,3,"['javascript', 'react', 'html/css', 'major', 'use']"
Frontend Developer,"JavaScript, React, HTML/CSS, military, response",3-5 years,3,5,"['javascript', 'react', 'html/css', 'military', 'response']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, owner, my",2-9 years,2,9,"['python', 'sql', 'machine learning', 'pandas', 'owner', 'my']"
Frontend Developer,"JavaScript, React, HTML/CSS, try, speak",3-10 years,3,10,"['javascript', 'react', 'html/css', 'try', 'speak']"
Frontend Developer,"JavaScript, React, HTML/CSS, believe, almost",4-8 years,4,8,"['javascript', 'react', 'html/css', 'believe', 'almost']"
Frontend Developer,"JavaScript, React, HTML/CSS, represent, the",2-7 years,2,7,"['javascript', 'react', 'html/css', 'represent', 'the']"
DevOps Engineer,"AWS, Docker, Kubernetes, anyone, economic",5-7 years,5,7,"['aws', 'docker', 'kubernetes', 'anyone', 'economic']"
DevOps Engineer,"AWS, Docker, Kubernetes, lose, skin",0-6 years,0,6,"['aws', 'docker', 'kubernetes', 'lose', 'skin']"
DevOps Engineer,"AWS, Docker, Kubernetes, stuff, quite",5-9 years,5,9,"['aws', 'docker', 'kubernetes', 'stuff', 'quite']"
DevOps Engineer,"AWS, Docker, Kubernetes, them, mean",2-8 years,2,8,"['aws', 'docker', 'kubernetes', 'them', 'mean']"
Frontend Developer,"JavaScript, React, HTML/CSS, indicate, analysis",4-9 years,4,9,"['javascript', 'react', 'html/css', 'indicate', 'analysis']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, plant, popular",1-6 years,1,6,"['python', 'sql', 'machine learning', 'pandas', 'plant', 'popular']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, today, go",4-9 years,4,9,"['python', 'sql', 'machine learning', 'pandas', 'today', 'go']"
DevOps Engineer,"AWS, Docker, Kubernetes, deal, join",2-5 years,2,5,"['aws', 'docker', 'kubernetes', 'deal', 'join']"
DevOps Engineer,"AWS, Docker, Kubernetes, sit, everybody",1-10 years,1,10,"['aws', 'docker', 'kubernetes', 'sit', 'everybody']"
Frontend Developer,"JavaScript, React, HTML/CSS, seat, style",4-7 years,4,7,"['javascript', 'react', 'html/css', 'seat', 'style']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, series, move",3-10 years,3,10,"['python', 'sql', 'machine learning', 'pandas', 'series', 'move']"
Frontend Developer,"JavaScript, React, HTML/CSS, never, attorney",5-8 years,5,8,"['javascript', 'react', 'html/css', 'never', 'attorney']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, play, month",0-4 years,0,4,"['python', 'sql', 'machine learning', 'pandas', 'play', 'month']"
DevOps Engineer,"AWS, Docker, Kubernetes, crime, current",4-9 years,4,9,"['aws', 'docker', 'kubernetes', 'crime', 'current']"
DevOps Engineer,"AWS, Docker, Kubernetes, cultural, education",0-7 years,0,7,"['aws', 'docker', 'kubernetes', 'cultural', 'education']"
Frontend Developer,"JavaScript, React, HTML/CSS, officer, left",3-9 years,3,9,"['javascript', 'react', 'html/css', 'officer', 'left']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, success, peace",1-7 years,1,7,"['python', 'sql', 'machine learning', 'pandas', 'success', 'peace']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, item, institution",2-8 years,2,8,"['python', 'sql', 'machine learning', 'pandas', 'item', 'institution']"
DevOps Engineer,"AWS, Docker, Kubernetes, down, financial",0-2 years,0,2,"['aws', 'docker', 'kubernetes', 'down', 'financial']"
DevOps Engineer,"AWS, Docker, Kubernetes, child, so",4-3 years,4,3,"['aws', 'docker', 'kubernetes', 'child', 'so']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, cover, many",3-6 years,3,6,"['python', 'sql', 'machine learning', 'pandas', 'cover', 'many']"
Frontend Developer,"JavaScript, React, HTML/CSS, team, few",3-9 years,3,9,"['javascript', 'react', 'html/css', 'team', 'few']"
Frontend Developer,"JavaScript, React, HTML/CSS, value, country",5-6 years,5,6,"['javascript', 'react', 'html/css', 'value', 'country']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, environment, rich",5-4 years,5,4,"['python', 'sql', 'machine learning', 'pandas', 'environment', 'rich']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, me, simple",2-7 years,2,7,"['python', 'sql', 'machine learning', 'pandas', 'me', 'simple']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, quite, nearly",4-4 years,4,4,"['python', 'sql', 'machine learning', 'pandas', 'quite', 'nearly']"
Frontend Developer,"JavaScript, React, HTML/CSS, establish, fire",2-9 years,2,9,"['javascript', 'react', 'html/css', 'establish', 'fire']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, home, price",3-4 years,3,4,"['python', 'sql', 'machine learning', 'pandas', 'home', 'price']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, say, war",1-2 years,1,2,"['python', 'sql', 'machine learning', 'pandas', 'say', 'war']"
DevOps Engineer,"AWS, Docker, Kubernetes, blue, the",1-4 years,1,4,"['aws', 'docker', 'kubernetes', 'blue', 'the']"
Frontend Developer,"JavaScript, React, HTML/CSS, do, wall",4-5 years,4,5,"['javascript', 'react', 'html/css', 'do', 'wall']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, cost, budget",4-5 years,4,5,"['python', 'sql', 'machine learning', 'pandas', 'cost', 'budget']"
Frontend Developer,"JavaScript, React, HTML/CSS, American, seek",1-2 years,1,2,"['javascript', 'react', 'html/css', 'american', 'seek']"
Frontend Developer,"JavaScript, React, HTML/CSS, expert, chance",1-3 years,1,3,"['javascript', 'react', 'html/css', 'expert', 'chance']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, direction, east",0-4 years,0,4,"['python', 'sql', 'machine learning', 'pandas', 'direction', 'east']"
Frontend Developer,"JavaScript, React, HTML/CSS, say, full",0-6 years,0,6,"['javascript', 'react', 'html/css', 'say', 'full']"
Frontend Developer,"JavaScript, React, HTML/CSS, play, health",5-2 years,5,2,"['javascript', 'react', 'html/css', 'play', 'health']"
DevOps Engineer,"AWS, Docker, Kubernetes, heart, available",3-8 years,3,8,"['aws', 'docker', 'kubernetes', 'heart', 'available']"
Frontend Developer,"JavaScript, React, HTML/CSS, also, law",1-5 years,1,5,"['javascript', 'react', 'html/css', 'also', 'law']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, effect, great",5-10 years,5,10,"['python', 'sql', 'machine learning', 'pandas', 'effect', 'great']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, want, continue",5-3 years,5,3,"['python', 'sql', 'machine learning', 'pandas', 'want', 'continue']"
Frontend Developer,"JavaScript, React, HTML/CSS, moment, energy",0-8 years,0,8,"['javascript', 'react', 'html/css', 'moment', 'energy']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, like, a",1-4 years,1,4,"['python', 'sql', 'machine learning', 'pandas', 'like', 'a']"
Frontend Developer,"JavaScript, React, HTML/CSS, gun, region",3-8 years,3,8,"['javascript', 'react', 'html/css', 'gun', 'region']"
Frontend Developer,"JavaScript, React, HTML/CSS, blue, case",0-10 years,0,10,"['javascript', 'react', 'html/css', 'blue', 'case']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, result, produce",0-5 years,0,5,"['python', 'sql', 'machine learning', 'pandas', 'result', 'produce']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, kid, describe",5-8 years,5,8,"['python', 'sql', 'machine learning', 'pandas', 'kid', 'describe']"
DevOps Engineer,"AWS, Docker, Kubernetes, risk, newspaper",1-5 years,1,5,"['aws', 'docker', 'kubernetes', 'risk', 'newspaper']"
DevOps Engineer,"AWS, Docker, Kubernetes, fast, now",3-2 years,3,2,"['aws', 'docker', 'kubernetes', 'fast', 'now']"
DevOps Engineer,"AWS, Docker, Kubernetes, lose, either",4-8 years,4,8,"['aws', 'docker', 'kubernetes', 'lose', 'either']"
DevOps Engineer,"AWS, Docker, Kubernetes, life, speech",2-2 years,2,2,"['aws', 'docker', 'kubernetes', 'life', 'speech']"
DevOps Engineer,"AWS, Docker, Kubernetes, simple, run",4-4 years,4,4,"['aws', 'docker', 'kubernetes', 'simple', 'run']"
DevOps Engineer,"AWS, Docker, Kubernetes, produce, over",2-9 years,2,9,"['aws', 'docker', 'kubernetes', 'produce', 'over']"
DevOps Engineer,"AWS, Docker, Kubernetes, explain, suddenly",5-4 years,5,4,"['aws', 'docker', 'kubernetes', 'explain', 'suddenly']"
DevOps Engineer,"AWS, Docker, Kubernetes, as, say",0-8 years,0,8,"['aws', 'docker', 'kubernetes', 'as', 'say']"
DevOps Engineer,"AWS, Docker, Kubernetes, find, only",0-2 years,0,2,"['aws', 'docker', 'kubernetes', 'find', 'only']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, south, analysis",0-6 years,0,6,"['python', 'sql', 'machine learning', 'pandas', 'south', 'analysis']"
Frontend Developer,"JavaScript, React, HTML/CSS, interesting, within",2-9 years,2,9,"['javascript', 'react', 'html/css', 'interesting', 'within']"
Frontend Developer,"JavaScript, React, HTML/CSS, discussion, adult",5-8 years,5,8,"['javascript', 'react', 'html/css', 'discussion', 'adult']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, Democrat, strategy",4-2 years,4,2,"['python', 'sql', 'machine learning', 'pandas', 'democrat', 'strategy']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, edge, she",2-10 years,2,10,"['python', 'sql', 'machine learning', 'pandas', 'edge', 'she']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, cause, particular",1-2 years,1,2,"['python', 'sql', 'machine learning', 'pandas', 'cause', 'particular']"
Frontend Developer,"JavaScript, React, HTML/CSS, ready, best",3-6 years,3,6,"['javascript', 'react', 'html/css', 'ready', 'best']"
Frontend Developer,"JavaScript, React, HTML/CSS, on, arrive",4-5 years,4,5,"['javascript', 'react', 'html/css', 'on', 'arrive']"
Frontend Developer,"JavaScript, React, HTML/CSS, learn, when",3-4 years,3,4,"['javascript', 'react', 'html/css', 'learn', 'when']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, south, chair",1-3 years,1,3,"['python', 'sql', 'machine learning', 'pandas', 'south', 'chair']"
DevOps Engineer,"AWS, Docker, Kubernetes, culture, PM",5-10 years,5,10,"['aws', 'docker', 'kubernetes', 'culture', 'pm']"
Frontend Developer,"JavaScript, React, HTML/CSS, hand, speech",1-6 years,1,6,"['javascript', 'react', 'html/css', 'hand', 'speech']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, mind, long",2-9 years,2,9,"['python', 'sql', 'machine learning', 'pandas', 'mind', 'long']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, friend, industry",1-3 years,1,3,"['python', 'sql', 'machine learning', 'pandas', 'friend', 'industry']"
Frontend Developer,"JavaScript, React, HTML/CSS, analysis, local",3-4 years,3,4,"['javascript', 'react', 'html/css', 'analysis', 'local']"
Frontend Developer,"JavaScript, React, HTML/CSS, quality, there",5-3 years,5,3,"['javascript', 'react', 'html/css', 'quality', 'there']"
DevOps Engineer,"AWS, Docker, Kubernetes, movie, write",5-6 years,5,6,"['aws', 'docker', 'kubernetes', 'movie', 'write']"
DevOps Engineer,"AWS, Docker, Kubernetes, main, major",2-4 years,2,4,"['aws', 'docker', 'kubernetes', 'main', 'major']"
Frontend Developer,"JavaScript, React, HTML/CSS, movie, despite",5-2 years,5,2,"['javascript', 'react', 'html/css', 'movie', 'despite']"
DevOps Engineer,"AWS, Docker, Kubernetes, none, to",5-6 years,5,6,"['aws', 'docker', 'kubernetes', 'none', 'to']"
DevOps Engineer,"AWS, Docker, Kubernetes, property, finish",4-4 years,4,4,"['aws', 'docker', 'kubernetes', 'property', 'finish']"
Frontend Developer,"JavaScript, React, HTML/CSS, tax, wait",5-5 years,5,5,"['javascript', 'react', 'html/css', 'tax', 'wait']"
Frontend Developer,"JavaScript, React, HTML/CSS, way, around",3-10 years,3,10,"['javascript', 'react', 'html/css', 'way', 'around']"
DevOps Engineer,"AWS, Docker, Kubernetes, executive, fish",3-5 years,3,5,"['aws', 'docker', 'kubernetes', 'executive', 'fish']"
Frontend Developer,"JavaScript, React, HTML/CSS, wall, who",2-2 years,2,2,"['javascript', 'react', 'html/css', 'wall', 'who']"
Frontend Developer,"JavaScript, React, HTML/CSS, human, enter",0-10 years,0,10,"['javascript', 'react', 'html/css', 'human', 'enter']"
Frontend Developer,"JavaScript, React, HTML/CSS, travel, through",2-4 years,2,4,"['javascript', 'react', 'html/css', 'travel', 'through']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, true, quite",4-8 years,4,8,"['python', 'sql', 'machine learning', 'pandas', 'true', 'quite']"
Frontend Developer,"JavaScript, React, HTML/CSS, red, total",0-2 years,0,2,"['javascript', 'react', 'html/css', 'red', 'total']"
Frontend Developer,"JavaScript, React, HTML/CSS, point, opportunity",5-8 years,5,8,"['javascript', 'react', 'html/css', 'point', 'opportunity']"
Frontend Developer,"JavaScript, React, HTML/CSS, perform, hope",4-3 years,4,3,"['javascript', 'react', 'html/css', 'perform', 'hope']"
DevOps Engineer,"AWS, Docker, Kubernetes, message, always",0-7 years,0,7,"['aws', 'docker', 'kubernetes', 'message', 'always']"
Frontend Developer,"JavaScript, React, HTML/CSS, church, conference",2-6 years,2,6,"['javascript', 'react', 'html/css', 'church', 'conference']"
Frontend Developer,"JavaScript, React, HTML/CSS, crime, however",1-9 years,1,9,"['javascript', 'react', 'html/css', 'crime', 'however']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, reduce, environment",1-6 years,1,6,"['python', 'sql', 'machine learning', 'pandas', 'reduce', 'environment']"
DevOps Engineer,"AWS, Docker, Kubernetes, relationship, free",0-3 years,0,3,"['aws', 'docker', 'kubernetes', 'relationship', 'free']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, many, night",0-2 years,0,2,"['python', 'sql', 'machine learning', 'pandas', 'many', 'night']"
Frontend Developer,"JavaScript, React, HTML/CSS, father, middle",3-7 years,3,7,"['javascript', 'react', 'html/css', 'father', 'middle']"
Frontend Developer,"JavaScript, React, HTML/CSS, region, care",1-5 years,1,5,"['javascript', 'react', 'html/css', 'region', 'care']"
Frontend Developer,"JavaScript, React, HTML/CSS, next, trip",3-2 years,3,2,"['javascript', 'react', 'html/css', 'next', 'trip']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, adult, region",2-3 years,2,3,"['python', 'sql', 'machine learning', 'pandas', 'adult', 'region']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, send, different",1-8 years,1,8,"['python', 'sql', 'machine learning', 'pandas', 'send', 'different']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, sure, produce",1-9 years,1,9,"['python', 'sql', 'machine learning', 'pandas', 'sure', 'produce']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, health, red",3-9 years,3,9,"['python', 'sql', 'machine learning', 'pandas', 'health', 'red']"
Frontend Developer,"JavaScript, React, HTML/CSS, thousand, every",2-10 years,2,10,"['javascript', 'react', 'html/css', 'thousand', 'every']"
DevOps Engineer,"AWS, Docker, Kubernetes, pay, third",0-2 years,0,2,"['aws', 'docker', 'kubernetes', 'pay', 'third']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, back, left",3-5 years,3,5,"['python', 'sql', 'machine learning', 'pandas', 'back', 'left']"
Frontend Developer,"JavaScript, React, HTML/CSS, stop, student",1-10 years,1,10,"['javascript', 'react', 'html/css', 'stop', 'student']"
DevOps Engineer,"AWS, Docker, Kubernetes, speech, indeed",2-3 years,2,3,"['aws', 'docker', 'kubernetes', 'speech', 'indeed']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, the, less",1-3 years,1,3,"['python', 'sql', 'machine learning', 'pandas', 'the', 'less']"
DevOps Engineer,"AWS, Docker, Kubernetes, same, into",3-7 years,3,7,"['aws', 'docker', 'kubernetes', 'same', 'into']"
DevOps Engineer,"AWS, Docker, Kubernetes, audience, better",2-2 years,2,2,"['aws', 'docker', 'kubernetes', 'audience', 'better']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, discussion, hit",5-4 years,5,4,"['python', 'sql', 'machine learning', 'pandas', 'discussion', 'hit']"
DevOps Engineer,"AWS, Docker, Kubernetes, address, boy",4-2 years,4,2,"['aws', 'docker', 'kubernetes', 'address', 'boy']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, north, poor",4-5 years,4,5,"['python', 'sql', 'machine learning', 'pandas', 'north', 'poor']"
DevOps Engineer,"AWS, Docker, Kubernetes, line, throughout",4-8 years,4,8,"['aws', 'docker', 'kubernetes', 'line', 'throughout']"
Frontend Developer,"JavaScript, React, HTML/CSS, another, pick",0-4 years,0,4,"['javascript', 'react', 'html/css', 'another', 'pick']"
DevOps Engineer,"AWS, Docker, Kubernetes, similar, Mr",4-2 years,4,2,"['aws', 'docker', 'kubernetes', 'similar', 'mr']"
Frontend Developer,"JavaScript, React, HTML/CSS, agree, firm",3-4 years,3,4,"['javascript', 'react', 'html/css', 'agree', 'firm']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, inside, notice",0-6 years,0,6,"['python', 'sql', 'machine learning', 'pandas', 'inside', 'notice']"
DevOps Engineer,"AWS, Docker, Kubernetes, mention, suddenly",5-2 years,5,2,"['aws', 'docker', 'kubernetes', 'mention', 'suddenly']"
DevOps Engineer,"AWS, Docker, Kubernetes, be, offer",3-6 years,3,6,"['aws', 'docker', 'kubernetes', 'be', 'offer']"
DevOps Engineer,"AWS, Docker, Kubernetes, left, choose",4-8 years,4,8,"['aws', 'docker', 'kubernetes', 'left', 'choose']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, including, a",4-6 years,4,6,"['python', 'sql', 'machine learning', 'pandas', 'including', 'a']"
Frontend Developer,"JavaScript, React, HTML/CSS, receive, leader",1-10 years,1,10,"['javascript', 'react', 'html/css', 'receive', 'leader']"
DevOps Engineer,"AWS, Docker, Kubernetes, save, night",5-2 years,5,2,"['aws', 'docker', 'kubernetes', 'save', 'night']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, blue, can",1-8 years,1,8,"['python', 'sql', 'machine learning', 'pandas', 'blue', 'can']"
DevOps Engineer,"AWS, Docker, Kubernetes, stock, husband",0-10 years,0,10,"['aws', 'docker', 'kubernetes', 'stock', 'husband']"
Frontend Developer,"JavaScript, React, HTML/CSS, can, tell",2-7 years,2,7,"['javascript', 'react', 'html/css', 'can', 'tell']"
Frontend Developer,"JavaScript, React, HTML/CSS, you, doctor",5-9 years,5,9,"['javascript', 'react', 'html/css', 'you', 'doctor']"
DevOps Engineer,"AWS, Docker, Kubernetes, watch, order",0-3 years,0,3,"['aws', 'docker', 'kubernetes', 'watch', 'order']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, foreign, author",5-6 years,5,6,"['python', 'sql', 'machine learning', 'pandas', 'foreign', 'author']"
Frontend Developer,"JavaScript, React, HTML/CSS, feeling, skin",5-5 years,5,5,"['javascript', 'react', 'html/css', 'feeling', 'skin']"
Frontend Developer,"JavaScript, React, HTML/CSS, seven, heavy",4-2 years,4,2,"['javascript', 'react', 'html/css', 'seven', 'heavy']"
DevOps Engineer,"AWS, Docker, Kubernetes, price, than",3-8 years,3,8,"['aws', 'docker', 'kubernetes', 'price', 'than']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, history, program",1-10 years,1,10,"['python', 'sql', 'machine learning', 'pandas', 'history', 'program']"
Frontend Developer,"JavaScript, React, HTML/CSS, skin, myself",2-9 years,2,9,"['javascript', 'react', 'html/css', 'skin', 'myself']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, decide, area",2-8 years,2,8,"['python', 'sql', 'machine learning', 'pandas', 'decide', 'area']"
Frontend Developer,"JavaScript, React, HTML/CSS, protect, at",0-2 years,0,2,"['javascript', 'react', 'html/css', 'protect', 'at']"
DevOps Engineer,"AWS, Docker, Kubernetes, pass, they",1-5 years,1,5,"['aws', 'docker', 'kubernetes', 'pass', 'they']"
DevOps Engineer,"AWS, Docker, Kubernetes, available, PM",1-2 years,1,2,"['aws', 'docker', 'kubernetes', 'available', 'pm']"
Frontend Developer,"JavaScript, React, HTML/CSS, cell, oil",0-5 years,0,5,"['javascript', 'react', 'html/css', 'cell', 'oil']"
DevOps Engineer,"AWS, Docker, Kubernetes, say, prove",2-9 years,2,9,"['aws', 'docker', 'kubernetes', 'say', 'prove']"
DevOps Engineer,"AWS, Docker, Kubernetes, people, serve",1-4 years,1,4,"['aws', 'docker', 'kubernetes', 'people', 'serve']"
Frontend Developer,"JavaScript, React, HTML/CSS, east, everything",1-8 years,1,8,"['javascript', 'react', 'html/css', 'east', 'everything']"
DevOps Engineer,"AWS, Docker, Kubernetes, only, discussion",0-2 years,0,2,"['aws', 'docker', 'kubernetes', 'only', 'discussion']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, arrive, way",4-7 years,4,7,"['python', 'sql', 'machine learning', 'pandas', 'arrive', 'way']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, deep, through",1-5 years,1,5,"['python', 'sql', 'machine learning', 'pandas', 'deep', 'through']"
DevOps Engineer,"AWS, Docker, Kubernetes, agent, understand",2-3 years,2,3,"['aws', 'docker', 'kubernetes', 'agent', 'understand']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, role, blue",2-4 years,2,4,"['python', 'sql', 'machine learning', 'pandas', 'role', 'blue']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, your, account",2-6 years,2,6,"['python', 'sql', 'machine learning', 'pandas', 'your', 'account']"
Frontend Developer,"JavaScript, React, HTML/CSS, value, though",4-7 years,4,7,"['javascript', 'react', 'html/css', 'value', 'though']"
Frontend Developer,"JavaScript, React, HTML/CSS, author, few",3-3 years,3,3,"['javascript', 'react', 'html/css', 'author', 'few']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, American, her",3-4 years,3,4,"['python', 'sql', 'machine learning', 'pandas', 'american', 'her']"
DevOps Engineer,"AWS, Docker, Kubernetes, hold, child",3-7 years,3,7,"['aws', 'docker', 'kubernetes', 'hold', 'child']"
DevOps Engineer,"AWS, Docker, Kubernetes, right, call",3-8 years,3,8,"['aws', 'docker', 'kubernetes', 'right', 'call']"
Frontend Developer,"JavaScript, React, HTML/CSS, ask, explain",1-5 years,1,5,"['javascript', 'react', 'html/css', 'ask', 'explain']"
Frontend Developer,"JavaScript, React, HTML/CSS, character, arrive",0-5 years,0,5,"['javascript', 'react', 'html/css', 'character', 'arrive']"
DevOps Engineer,"AWS, Docker, Kubernetes, agree, player",5-7 years,5,7,"['aws', 'docker', 'kubernetes', 'agree', 'player']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, break, physical",0-9 years,0,9,"['python', 'sql', 'machine learning', 'pandas', 'break', 'physical']"
Frontend Developer,"JavaScript, React, HTML/CSS, thought, compare",0-7 years,0,7,"['javascript', 'react', 'html/css', 'thought', 'compare']"
Frontend Developer,"JavaScript, React, HTML/CSS, remain, score",1-2 years,1,2,"['javascript', 'react', 'html/css', 'remain', 'score']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, program, bar",4-9 years,4,9,"['python', 'sql', 'machine learning', 'pandas', 'program', 'bar']"
DevOps Engineer,"AWS, Docker, Kubernetes, next, interesting",0-3 years,0,3,"['aws', 'docker', 'kubernetes', 'next', 'interesting']"
Frontend Developer,"JavaScript, React, HTML/CSS, them, party",2-6 years,2,6,"['javascript', 'react', 'html/css', 'them', 'party']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, method, address",0-6 years,0,6,"['python', 'sql', 'machine learning', 'pandas', 'method', 'address']"
DevOps Engineer,"AWS, Docker, Kubernetes, stuff, official",0-8 years,0,8,"['aws', 'docker', 'kubernetes', 'stuff', 'official']"
Frontend Developer,"JavaScript, React, HTML/CSS, under, man",1-9 years,1,9,"['javascript', 'react', 'html/css', 'under', 'man']"
